,通道_00,通道_01,通道_02,通道_03,通道_04,通道_10,通道_11,通道_12,通道_13,通道_14,通道_20,通道_21,通道_22,通道_23,通道_24,通道_30,通道_31,通道_32,通道_33,通道_34,通道_40,通道_41,通道_42,通道_43,通道_44
第 11 分钟内,11385.48189514922,22654.69070144894,60364.08205420105,23307.893347376434,9969.600346497318,0.0,0.0,0.0,0.0,3658.04924675246,2417.323871939152,4730.2644518221205,1862.0813399908948,1344.1312751039368,2632.2139617703797,2433.179108522716,573.3949858071283,0.0,0.0,2253.2761824644986,7186.100517541054,6646.6979805724695,4585.411659807141,8439.319845306323,5665.343080191611
第 12 分钟内,6268.213100922003,442.36948055785615,2140.2252670752932,7859.189255644858,606.0269280353095,4228.990109812468,6172.732200806844,0.0,5083.893489041016,3002.1598893203773,2778.1132154622755,5759.689851481991,60.08706442824041,367.18024697092187,1102.0342343771626,4575.397706958203,623.2511581279978,2432.080439956786,1021.7894199608418,1007.1881038999563,0.0,0.0,1448.7649122925359,3573.08966521766,10028.98969252521
第 13 分钟内,0.0,0.0,0.0,0.0,0.0,164933.11703853647,96539.56481753755,66653.18877870345,2858.4422409604013,0.0,12990.249326773977,0.0,0.0,0.0,0.0,1647.8417801793548,11792.8764278304,0.0,0.0,248.6426371805137,19347.59350844263,7160.851282797943,20202.469237585232,10505.845697475801,34371.56018201771
第 14 分钟内,30796.583206837124,30242.873729227693,18243.624983630667,36066.273374138866,19706.246620199323,0.0,9758.278999099392,8888.982653132989,11365.798472018942,3707.8555573593767,5172.072556475643,13298.451907687704,12169.562365750637,7864.9339775895205,6804.491687600836,12078.574028158997,5235.532921454011,8672.463651792437,7504.214227313962,7879.466591798511,4920.848487695504,13362.360862439193,10685.340358281508,4713.060577718687,8935.805411942652
第 15 分钟内,9671.834770991816,354.6545751565136,0.0,0.0,0.0,34227.559470782,0.0,1684.6208979838411,4793.080642208544,2645.396515690649,9509.06640367111,2131.0955700203194,3790.269648781119,1798.8246994365472,4910.381444948638,3155.968354871933,2643.9837292700104,0.0,389.4009187121119,1109.3913999299111,5537.918791870819,1226.1801928662899,3596.2309521723073,1646.1671836640453,2853.114898869302
第 16 分钟内,9200.01156921545,9635.574238617788,1831.4257783375215,6363.954758092237,0.0,0.0,1665.3330650257994,1322.9673586438294,0.0,0.0,0.0,1690.4049502983107,1476.4248269071686,1269.4473777984676,1674.3463331207167,466.3177507436776,3433.3631057118764,914.623641570739,2281.1003996062645,960.3041019867815,0.0,163.37298631703015,1158.3527653093915,164.052322384523,596.2705347558367
第 17 分钟内,1293.8421028581215,805.4275551503524,959.0184335732483,0.0,0.0,0.0,0.0,2758.7951686482993,7800.908855963062,4529.451279884597,7819.564211506513,0.0,961.1699870008015,237.70523578663415,1615.9383985965687,165.54795654065674,872.9992099927913,1602.4003585679457,2331.5612428949535,1868.295858360856,2539.820652685041,650.3902990786446,1884.4633642820409,1311.530290463983,727.1049091669993
第 18 分钟内,2160.3895320326556,2127.7030246109935,0.0,2622.595868546574,0.0,4889.469831012713,1713.3123938895296,2345.546468205779,6407.7728443862,5193.2103033483145,2552.229439274466,0.0,1213.648426972839,438.2454789956246,1388.8085356207157,4458.740112089465,1154.3272399875423,1208.6339897216822,440.53358023388137,249.18400022314745,0.0,437.4360691948241,323.2530632063863,1149.4347210419946,1402.5512757367833
第 19 分钟内,0.0,0.0,551.0375752511318,14952.847530995321,31027.606806970027,0.0,0.0,0.0,0.0,6993.89537591493,2012.4366069815587,4372.11214134394,0.0,793.7438583996263,3430.1325333251298,0.0,0.0,0.0,0.0,31.455668778187828,3715.819453384436,1809.401368646766,2555.3664596001327,0.0,0.0
第 20 分钟内,9142.170870729431,12175.345389902941,0.0,0.0,0.0,5585.910347925383,5026.023155503441,4088.7707897502405,0.0,0.0,0.0,647.4146572028985,2399.518679938381,1828.3159595546313,933.3332465453568,454.85507810875424,1406.32115852453,2756.2811168201006,2815.6189090410917,865.4258479793643,342.35301923486986,0.0,1823.288714173861,1456.9728853049746,0.0
