,通道_00,通道_01,通道_02,通道_03,通道_04,通道_10,通道_11,通道_12,通道_13,通道_14,通道_20,通道_21,通道_22,通道_23,通道_24,通道_30,通道_31,通道_32,通道_33,通道_34,通道_40,通道_41,通道_42,通道_43,通道_44
第 1 分钟内,2.158524064941242,5.7480620461947876,4.939859308282492,1.164772429045589,1.6393680741421945,0.0,0.0,0.0,5.946760754697547,6.159863384465731,8.43297287036207,7.6316468518736125,22.101411055770274,18.794680313559134,10.495943223727185,2.0146994957970006,3.8234818699678326,7.143089860494607,22.631388705783635,6.8784374782552975,3.211854549898802,8.714109530015746,14.193773314962648,23.772329687743756,6.265870836008279
第 2 分钟内,0.24569958605434442,0.8869250640521137,1.4858193416127612,0.0,1.0129302941445084,0.1983890623190281,1.5465491457629357,2.7659531266311075,0.4860977180863871,4.358955622774875,0.0,3.005953196249398,3.805611663749546,3.388452451747262,5.28896195631531,0.0,8.021259219947446,3.3642547709081705,0.6195584936474613,2.317588696160338,0.0,6.5498017100965,4.947623551946361,4.559839600724123,2.4221141811490288
第 3 分钟内,2.0368064216926043,1.7266890714348393,3.881004688889696,3.3996552462033085,2.4650084755327852,1.857443961905254,0.0,0.0,0.5018043053772296,2.2918324113127984,7.143147237541525,3.107731718841124,1.6855809508115671,3.831508775595243,7.325496464764368,3.6376297275569467,2.5786704698533005,1.3598500844558488,3.477247322751066,10.031377668996148,0.0,1.678218104280563,0.16681361819590015,2.8450101931901712,10.600281814925902
第 4 分钟内,1.4373451761246459,0.20400316403468458,0.0,2.7976571478052645,15.3826507880552,0.0,1.8702766523532557,0.6238551740039721,3.425762211693676,12.567167537597967,0.0,4.198648273051247,5.710560283593183,16.07763791760168,11.384256671513961,2.089819780760796,4.905269405091275,6.428113252361436,9.316068543865216,13.407142797459807,0.03639310578445474,0.0,0.0,8.063873314610742,11.047450780516556
第 5 分钟内,0.0,0.0,0.0,0.0,0.0,1.5278501971896135,0.0,1.990583377452291,0.9353665348651243,0.6486534739029406,2.9683433121651976,0.0,3.6465198624118726,3.17288900231942,5.310025035002629,2.829415519930468,0.0,1.7171643357719184,3.467302965685426,5.255903764729409,0.6689042539598327,4.7953892540821546,2.991538700946948,2.1999167150918573,1.6172504269045505
第 6 分钟内,2.7210812453043394,5.575708695762804,8.670383833510263,5.232036143973675,6.466496731277122,0.302404887700474,0.0,0.2202993902591566,3.0722488065348585,10.277892788457958,10.161639779007414,5.610391032397369,8.703152408126932,2.3965671720099775,6.089553494873422,6.59119527219838,2.3263566383875,1.9876866516451634,1.651038480813816,10.254778553590192,3.715855723010812,8.9872053575686,8.379045807047184,6.18896144666663,13.677762776524569
第 7 分钟内,0.403349399504163,0.0,0.0,0.1594394411510281,1.5051976201893997,2.2192561877456933,3.9355186300386507,1.5552339118351408,2.302338131046872,1.671648723737438,0.0,0.82103846666488,3.0795463823249674,3.948725365483071,7.161031079453546,0.0,2.803117515173665,0.13625012270679585,2.2389784261332126,0.05489362247168361,2.416372438813758,0.7545723147236281,0.0,1.6447983527545076,2.5488249010951085
第 8 分钟内,0.45260332819774646,1.7197595303892932,2.491636091304216,2.6647967595483975,1.0344407147258896,0.0,0.0,0.0,0.0,0.0,2.2175778250018054,0.9542056139035802,1.1128314391478533,0.11774990722090127,2.3165782922164633,1.4537333677770083,0.7344554802961042,0.5083740127968167,0.8176437178211331,2.870588878844288,0.47801287215253696,0.0,0.5733611855181284,1.5897795326464939,0.0
第 9 分钟内,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.906318834563471,1.4055142762644008,0.0,0.0,5.443305565229957,3.847296920359681,1.7511919683827155,4.6606056462593495,4.771069465909745,3.637120607922268,0.0,0.5474995881470813,0.0,0.0,0.0,0.0
第 10 分钟内,0.057029565249419524,3.7130204646200387,6.513808427168341,6.751051056208112,4.716080743393253,0.0,0.0,0.0,2.251673766844619,4.019903374095969,0.0,3.505379327306197,0.5183665644612653,0.4520877154799223,0.0,0.0,3.1053615990698944,0.936676143715204,0.0,6.913876022022396,0.0,3.367356784245418,3.4757446492552635,8.937600047060373,13.532879326480302
第 11 分钟内,1.562260725941136,3.5739153612357146,7.740531037136668,2.4967951851515373,2.0442356887437505,0.0,0.0,0.0,0.0,2.560619533999855,0.7122942760926326,2.9564320452823623,2.640348100827137,3.3811895176268085,4.1054074016866675,0.6807679661899058,0.403567202327473,0.0,0.0,3.3193832074510676,1.3842644729980031,4.239986851834406,3.0821041912281237,11.044257076604277,3.719944794438567
第 12 分钟内,0.9219802087582515,0.0546094434215883,0.3860587226464153,0.8039071446010247,0.0926085809119086,0.22837499884110074,0.6072414999496346,0.0,1.4116698695854621,2.218932351186214,0.9303878304300212,3.951170772660515,0.055903593332579264,0.9301971413824708,1.7880555681399832,1.2388616489458855,0.3863644898093473,1.8487190166881156,1.4834353731781467,1.503878096669041,0.0,0.0,1.0008054361129148,5.2806056758855755,7.660477309495525
第 13 分钟内,0.0,0.0,0.0,0.0,0.0,15.432368789348974,12.979363936326491,15.25715053624327,0.8578607519025687,0.0,4.777442859721625,0.0,0.0,0.0,0.0,0.48518463316604543,9.023816076119012,0.0,0.0,0.4346820333752183,4.612915859711764,4.995576311565612,16.745845267991093,17.919870526020148,38.341813294748555
第 14 分钟内,2.8728014553291934,2.139167980214625,2.209976725563484,3.6209468293783695,4.218996632630702,0.0,1.8587602335815758,2.749693120991168,3.5903589645655076,2.796813575200989,2.129571683087636,7.373339711069842,13.56567513817665,14.529327139754422,9.76100030021225,3.6645969754440366,4.57275631613605,6.618983549360697,10.862627751567668,13.227636575688384,1.3281286991835668,10.939584555575776,11.28366119604316,9.613480210241285,14.964808916908595
第 15 分钟内,1.0186940297691898,0.0,0.0,0.0,0.0,5.484587871805811,0.0,0.5819410179306226,1.606627505891264,2.0728370702444407,4.170591477133537,1.308893794083574,4.906812744029098,3.752893779326872,8.022079166376992,1.0241516089338554,2.451486978611052,0.0,0.5992780799878782,2.065257682450761,1.529695576472044,1.1422260457212552,4.287375498833467,3.6487265181817623,5.447191190025437
第 16 分钟内,0.9679877839274326,0.7615356828344595,0.30036696365012383,0.7878747439909335,0.0,0.0,0.3230569372169969,0.48884559301689845,0.0,0.0,0.0,1.0667417516982356,1.9872760506783196,2.7673978917683475,2.940914761643982,0.1977110097603083,3.3076154787713676,0.7626377664821243,3.7111784775774863,1.8464337012126495,0.0,0.12965978668376993,1.4495821084553027,0.36430349316621785,1.1922124048082965
第 17 分钟内,0.181858622272579,0.036674208057976075,0.0,0.0,0.0,0.0,0.0,0.9050708227043373,2.7602651102209226,3.585461879440735,3.7337889606381585,0.0,1.3383330542342107,0.5202646205871544,2.9233721168627156,0.053699817206411676,0.8808310439077328,1.3417577178153868,3.9506343748575756,3.6731820328561016,0.707475417079516,0.6349815680128175,2.4346785563955,3.0183608980714745,1.5050004096818217
